_c0,Crisis_Yes_No,Category,Summary,Why_A_Crisis,Locations,Number of People Affected
25336,Yes,Natural Disaster,"New Zealand's central bank has raised the official cash rate (OCR) by another 50 basis points to 4.75 percent after Cyclone Gabrielle destroyed the livelihood of many Kiwis. The effects of the cyclone have been up for discussion, including its economic damage to employment and trade and damage to property. They expect there will be an “immediate upward pressure” on prices.","The cyclone has caused economic damage to employment and trade and damage to property, leading to an immediate upward pressure on prices.",New Zealand,
11839,No,,,,,
12929,No,,,,,
8300,No,,,,,
9159,No,,,,,
3194,No,,,,,
27759,Yes,Civil War,"The Russian invasion of Ukraine on Feb 24, 2022 has caused tens of thousands of casualties on both sides, with 180,000 Russian soldiers and 100,000 Ukrainian troops wounded or killed. Civilians have also been affected, with over 1.5 million people displaced and over 3,000 civilian casualties.","The conflict has caused a large number of casualties and displaced a large number of people, creating a humanitarian crisis.","Ukraine, Russia",Over 1.5 million
13381,No,,,,,
30837,No,,,,,
16490,No,,,,,
15418,No,,,,,
24913,No,,,,,
192,Yes,Oil Trafficking,"Albanian police seized a Liberian-registered ship carrying 22,500 tons of oil with a market value of 40 million euros. The oil is believed to have originated from Russia and is suspected to be part of an oil trafficking operation.",The oil trafficking is a violation of Western and EU sanctions against Russia and is a threat to the security of the region.,"Durres, Azerbaijan, Kalamata, Greece, Russia, Libya, Benghazi",
4163,No,,,,,
30674,Yes,Political Disruption,"The Lahore High Court is hearing two intra-court appeals against orders issued to the Election Commission of Pakistan to announce elections in Punjab after consultation with the governor. The governor has failed to announce an election date, and the court has granted the ECP and federal government's lawyers' requests for more time.",The delay in announcing an election date has caused political disruption and uncertainty in the region.,Punjab,Unknown
15195,No,,,,,
27937,No,,,,,
1524,No,,,,,
30997,No,,,,,
20964,Yes,Environmental,"The prolonged stretch of ebb tides in Venice, Italy is linked to a high-pressure weather system, causing some of the smaller canals to dry up. This has caused difficulties for boat crews and tourists, as well as medical crews who have to carry stretchers long distances. It has also caused lakes and rivers in northern Italy to shrivel up.","The environmental crisis has caused difficulties for boat crews, tourists, and medical crews, as well as caused lakes and rivers to shrivel up.","Venice, Italy, Northern Italy",
10911,No,,,,,
18074,No,,,,,
15853,No,,,,,
2025,No,,,,,
2691,No,,,,,
17042,No,,,,,
20703,Yes,Slavery Reparations,"Legislation in New York state Capitol would task a “community led coalition” to study the harms of slavery and determine the reparations needed. The bill has been introduced in previous legislatures in the Assembly and has 15 co-sponsors, all of which are Democrats. It is currently in the Senate Finance Committee.",The bill seeks to address the harms of slavery and the reparations needed for those affected by it.,New York,
30855,No,,,,,
13811,No,,,,,
21201,No,,,,,
4743,Yes,Migration Crisis,"The Biden administration is proposing a rule that would make it harder for migrants to get asylum if they cross the border into the U.S. illegally after passing through Mexico or any other country without seeking protection. The rule would be a departure from current policy, which says migrants simply have to be on U.S. soil to seek asylum. The Biden administration is proposing the rule to deter migrants from crossing the border illegally and encourage them to use legal pathways.","The proposed rule would make it harder for migrants to get asylum, which could lead to a humanitarian crisis as people are denied access to safety and protection.",U.S.-Mexico border,
13466,No,,,,,
10405,No,,,,,
17145,No,,,,,
1930,Yes,Food Insecurity,"Dool Abdirahman Ismael and her three-month-old baby fled their village in Somalia due to drought and hunger and arrived at the Dadaab Refugee Camp in Kenya. The camp is overcrowded and resources are scarce. 6,000 Somalis have arrived at the camp since the start of the year, but aid workers say the number not yet registered in the UN system is up to five times that number.",Millions of people in Somalia are in need of aid due to the worst drought in decades and surging food prices. Severe malnourishment is common among children.,"Somalia, Kenya",Millions
11972,No,,,,,
20606,No,,,,,
11007,No,,,,,
1735,Yes,Wrongful Conviction,"Lamar Johnson, who was released from prison after 28 years for a murder he didn't commit, urged Missouri lawmakers to expand programs that would compensate those wrongly convicted by the state. Under current Missouri law, only cases of innocence proven through specific types of DNA testing are eligible for restitution.",The lack of restitution for those wrongfully convicted is a humanitarian crisis as it denies them the right to compensation for the years of their life taken away from them.,Missouri,
4959,No,,,,,
28193,No,,,,,
9052,No,,,,,
26947,No,,,,,
2432,No,,,,,
17706,Yes,LGBTQ+ Rights,"At the Indiana Statehouse, a large presence of LGBTQ+ supporters gathered to oppose HB 1608, a bill that would prohibit teachers and educators from talking to students K-3 about sexual orientation, gender identity and other concepts. Amendments were proposed, including one that would require parents to give written consent at the beginning of the school year if their child is going to use a different name other than their legal name.",The bill is a violation of LGBTQ+ rights and would limit the discussion on “human sexuality” in schools.,Indiana,Unknown
2248,No,,,,,
13064,No,,,,,
4170,No,,,,,
4202,Yes,Economic Crisis,"Sub-Saharan Africa is facing a gloomy economic outlook for 2023, with the World Bank estimating a growth rate of 3.6 percent and a per capita income rise of 1.2 percent. This is due to the disruption of global supply chains following the Russia-Ukraine conflict, high food and energy prices, high interest rates, low investment appetite, and rising geopolitical tensions.",The slow economic growth is causing poverty and is not enough to alleviate poverty in the region.,Sub-Saharan Africa,
22555,No,,,,,
10417,Yes,Food Insecurity,"Roots Food Foundation donated 100,000 healthy meals to people in Green Country, specifically in places where there are not enough grocery stores. The meals were donated to groups like Food on the Move, Food Bank of Eastern Oklahoma, and Tulsa Youth Works. Pastor Chris Beach of Wesley Chapel in North Tulsa said the average Black man in North Tulsa dies at 54 due to high blood pressure and diabetes.",The lack of access to healthy food is causing people to suffer from health issues and die prematurely.,"Green Country, Tulsa, North Tulsa","100,000"
4245,No,,,,,
25886,No,,,,,
10758,No,,,,,
11783,No,,,,,
18767,No,,,,,
23473,No,,,,,
23885,No,,,,,
29548,Yes,Child Abuse,"Hamish Dawson, who worked at the Edinburgh Academy in the 1970s, was accused of multiple instances of both emotional and physical abuse on young boys. Jenny Pearson, 64, met with the broadcaster in the latest episode of his podcast Different, where he first shared his experiences at the Edinburgh Academy. Ms Pearson and her family moved into the Edinburgh Academy boarding houses when she was seven, though her father was “absent” due to always being “with the boys”, leaving her with her narcissistic mother.","This article is a humanitarian crisis because it involves the physical and emotional abuse of young boys, which is a violation of their human rights.",Edinburgh Academy,Multiple
